Rang,Gewählter Beruf,Total,Anteil in %,Frauen,Männer
107,"Veranstaltungsfachmann/-frau EFZ",5,0.06,3,2
115,"Metallbaukonstrukteur/in EFZ",4,0.05,0,4
115,"Milchtechnologe/-login EFZ",4,0.05,0,4
115,"Ofenbauer/in EFZ",4,0.05,0,4
115,"Printmedienverarbeiter/in EFZ",4,0.05,3,1
115,"Storenmonteur/in EFZ",4,0.05,0,4
120,"Abdichter/in EFZ",3,0.04,0,3
120,"Anlagenführer/in EFZ (ab Lehrbeginn 2017)",3,0.04,0,3
120,"Bühnentänzer/in EFZ",3,0.04,1,2
120,"Coiffeur/-euse (Fachschule)",3,0.04,3,0
120,"Entwässerungstechnologe/-technologin EFZ",3,0.04,0,3
120,"Fahrzeugschlosser/in EFZ",3,0.04,0,3
120,"Gemüsegärtner/in EFZ",3,0.04,0,3
120,"Glaser/in EFZ",3,0.04,0,3
120,"Holzbearbeiter/in EBA",3,0.04,0,3
120,"Interactive Media Designer EFZ",3,0.04,1,2
120,"Motorgerätemechaniker/in EFZ",3,0.04,0,3
120,"Orthopädist/in EFZ",3,0.04,2,1
120,"Strassentransportpraktiker/in EBA",3,0.04,0,3
120,"Tänzer/in",3,0.04,3,0
120,"Uhrmacher/in EFZ",3,0.04,1,2
135,"Architekturmodellbauer/in EFZ",2,0.03,1,1
135,"Dachdecker/in EFZ",2,0.03,0,2
135,"Dachdeckerpraktiker/in EBA",2,0.03,0,2
135,"Fachmann/-frau Leder und Textil EFZ",2,0.03,1,1
135,"Fachmann/-frau Textilpflege EFZ",2,0.03,2,0
135,"Formenbauer/in EFZ",2,0.03,0,2
135,"Fotograf/in EFZ",2,0.03,0,2
135,"Gebäudereiniger/in EBA",2,0.03,0,2
135,"Gleisbaupraktiker/in EBA",2,0.03,0,2
135,"Goldschmied/in EFZ",2,0.03,2,0
135,"Hörsystemakustiker/in EFZ",2,0.03,1,1
135,"Industrie- und Unterlagsbodenbauer/in EFZ",2,0.03,0,2
135,"Innendekorateur/in",2,0.03,2,0
135,"Kältesystem-Planer/in EFZ",2,0.03,0,2
135,"Kleinmotorrad- u Fahrradmechaniker/in EFZ",2,0.03,0,2
135,"Lackierassisten/in EBA",2,0.03,0,2
135,"Musikinstrumentenbauer/in EFZ",2,0.03,2,0
135,"Plattenlegerpraktiker/in EBA",2,0.03,0,2
135,"Podologe/-login EFZ",2,0.03,1,1
135,"Strassenbaupraktiker/in EBA",2,0.03,0,2
135,"Telematiker/in EFZ",2,0.03,0,2
135,"Verpackungstechnologe/-login EFZ",2,0.03,0,2
157,"Agrarpraktiker/in EBA",1,0.01,0,1
157,"Bauwerktrenner/in EFZ",1,0.01,0,1
157,"Bekleidungsnäher/in EBA",1,0.01,1,0
157,"Betonwerker/in EFZ",1,0.01,0,1
157,"Bootbauer/in EFZ",1,0.01,0,1
157,"Diätkoch/-köchin EFZ",1,0.01,0,1
157,"Fleischfachassistent/in EBA",1,0.01,0,1
157,"Flexodrucker/in EFZ",1,0.01,0,1
157,"Florist/in EBA",1,0.01,1,0
157,"Gerüstbauer/in EFZ",1,0.01,0,1
157,"Gipser/in-Trockenbauer/in EFZ",1,0.01,0,1
157,"Gipserpraktiker/in EBA",1,0.01,0,1
157,"Glasapparatebauer/in (BS)",1,0.01,1,0
157,"Grafiker/in EFZ",1,0.01,1,0
157,"Grundbaupraktiker/in EBA",1,0.01,0,1
157,"Ind.u.Unterlagsbodenbauerpraktiker/in EBA",1,0.01,0,1
157,"Industrielackierer/in EFZ",1,0.01,0,1
157,"Isolierspengler/in EFZ",1,0.01,0,1
157,"Kältemontage-Praktiker/in EBA",1,0.01,0,1
157,"Milchpraktiker/in EBA",1,0.01,0,1
157,"Oberflächenbeschichter/in EFZ",1,0.01,0,1
157,"Oberflächenpraktiker/in EBA",1,0.01,0,1
157,"Orthopädie-Schuhmacher/in EFZ",1,0.01,0,1
157,"Pferdewart/in EBA",1,0.01,1,0
157,"Säger/in Holzindustrie EFZ",1,0.01,0,1
157,"Seilbahner/in EBA",1,0.01,0,1
157,"Steinmetz/in EFZ",1,0.01,0,1
157,"Weintechnologe/-login EFZ",1,0.01,0,1
157,"Winzer/in EFZ",1,0.01,0,1
157,"Wohntextilgestalter/in EFZ",1,0.01,1,0
