Rang,Gewählter Beruf,Total,Anteil in %,Frauen,Männer
59,"Landmaschinenmechaniker/in EFZ",22,0.28,0,22
63,"Forstwart/in EFZ",21,0.27,1,20
63,"Schreinerpraktiker/in EBA",21,0.27,2,19
63,"Spengler/in EFZ",21,0.27,1,20
66,"Anlagen- und Apparatebauer/in",20,0.25,0,20
66,"Gärtner/-in EBA (Garten-und Landschaftsbau)",20,0.25,1,19
68,"Automobil-Fachmann/-frau (Nutzfahrzeuge) EFZ",19,0.24,0,19
68,"Drucktechnologe/-login EFZ",19,0.24,8,11
70,"Baumaschinenmechaniker/in EFZ",18,0.23,2,16
70,"Fachmann/-frau Hauswirtschaft EFZ",18,0.23,18,0
70,"Polygraf/in (Mediengestaltung) EFZ",18,0.23,10,8
73,"Automatikmonteur/in EFZ",17,0.22,1,16
73,"Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ",17,0.22,1,16
73,"Haustechnikpraktiker/in EBA",17,0.22,0,17
73,"Hauswirtschaftspraktiker/in EBA",17,0.22,13,4
77,"Gestalter/in Werbetechnik EFZ",16,0.20,11,5
77,"Kosmetiker/in EFZ",16,0.20,15,1
79,"Küchenangestellte/r EBA",15,0.19,6,9
80,"Boden-Parkettleger/in EFZ",14,0.18,0,14
80,"Informatikpraktiker/in EBA",14,0.18,3,11
80,"Lastwagenführer/in",14,0.18,1,13
83,"Gebäudetechnikplaner/in Heizung EFZ",13,0.16,3,10
83,"Zeichner/in (Raumplanung) EFZ",13,0.16,6,7
85,"Bäcker-Konditor-Confiseur/-in EBA",12,0.15,6,6
85,"Fleischfachmann/-frau EFZ",12,0.15,2,10
85,"Gebäudetechnikplaner/in Lüftung EFZ",12,0.15,1,11
85,"Verkehrswegbauer/in: Strassenbauer/in",12,0.15,0,12
89,"Buchhändler/in EFZ",11,0.14,7,4
89,"Bühnentänzer/in EFZ",11,0.14,9,2
89,"Fachmann/-frau Kundendialog EFZ",11,0.14,7,4
89,"Metallbaupraktiker/in EBA",11,0.14,0,11
89,"Netzelektriker/in",11,0.14,0,11
94,"Anlehre: Gastgewerbe, Hauswirtschaft",10,0.13,5,5
94,"Fotofachmann/-frau EFZ (Fotografie)",10,0.13,7,3
94,"Gärtner/in (Zierpflanzen)",10,0.13,7,3
94,"Lebensmitteltechnologe/-login",10,0.13,2,8
94,"Mechanikpraktiker/in EBA",10,0.13,0,10
99,"Laborant/in (Biologie) EFZ",9,0.11,3,6
99,"Metallbaukonstrukteur/in EFZ",9,0.11,2,7
99,"Motorradmechaniker/in EFZ",9,0.11,0,9
99,"Restaurationsangestellte/r EBA",9,0.11,6,3
103,"Multimediaelektroniker/in",8,0.10,1,7
103,"Reifenpraktiker/in EBA",8,0.10,0,8
103,"Telematiker/in EFZ",8,0.10,0,8
103,"Zweiradmechaniker/in (Fahrräder)",8,0.10,0,8
107,"Anlehre: Technische Berufe",7,0.09,0,7
107,"Anlehre: Verkauf",7,0.09,4,3
107,"Fahrradmechaniker/-in EFZ",7,0.09,2,5
107,"Florist/in EBA",7,0.09,7,0
107,"Lüftungsanlagenbauer/in EFZ",7,0.09,0,7
107,"Pflegeassistent/in",7,0.09,6,1
107,"Physiklaborant/in",7,0.09,2,5
107,"Plattenleger/in EFZ",7,0.09,0,7
115,"Anlehre: INSOS Pra",6,0.08,2,4
115,"Chemie- und Pharmatechnologe/-login EFZ",6,0.08,4,2
115,"Gipser/in",6,0.08,0,6
115,"Hotellerieangestellte/r EBA",6,0.08,5,1
115,"Polydesigner/in 3D EFZ (Dekorationsgestalter)",6,0.08,4,2
115,"Polygraf/in (Medienproduktion) EFZ",6,0.08,4,2
115,"Veranstaltungsfachmann/-frau EFZ",6,0.08,2,4
115,"Zeichner/in (Innenarchitektur) EFZ",6,0.08,3,3
123,"Anlehre: Fahrzeuge",5,0.06,0,5
123,"Attest: Baugewerbe, Malerei",5,0.06,0,5
123,"Baupraktiker/in EBA",5,0.06,0,5
123,"Fachmann/-frau Information u. Dokumentation EFZ",5,0.06,4,1
123,"Gärtner/-in EBA (Pflanzenproduktion)",5,0.06,2,3
123,"Gebäudetechnikplaner/in Sanitär EFZ",5,0.06,0,5
123,"Goldschmied/in (Goldschmieden) EFZ",5,0.06,2,3
123,"Podologe/-login EFZ",5,0.06,5,0
123,"Tierpfleger/in EFZ",5,0.06,2,3
132,"Anlehre: Haustechnik",4,0.05,0,4
132,"Anlehre: Holzbearbeitung",4,0.05,0,4
132,"Anlehre: Landwirtsch., Gartenbau, Forstwirtschaft",4,0.05,1,3
132,"Anlehre: Malerei",4,0.05,1,3
132,"Haustechnikplaner/in (Kälte)",4,0.05,1,3
132,"Holzbearbeiter/in EBA",4,0.05,0,4
132,"Innendekorateur/in",4,0.05,2,2
132,"Kältemonteur/in",4,0.05,0,4
132,"Kaminfeger/in EFZ",4,0.05,0,4
132,"Orthopädie-Schuhmacher/in EFZ",4,0.05,1,3
132,"Polybauer/in (Dachdecken) EFZ",4,0.05,0,4
132,"Strassenbaupraktiker/in EBA",4,0.05,0,4
132,"Zahntechniker/in EFZ",4,0.05,2,2
145,"Anlagenführer/in EFZ",3,0.04,1,2
145,"Anlehre: Bürogehilfe/In",3,0.04,2,1
145,"Anlehre: Grafisches Gewerbe",3,0.04,2,1
145,"Anlehre: Metallbearbeitung, Maschinenbau",3,0.04,0,3
145,"Fachmann/-frau Bewegungs-u.Ges.heitsförderung EFZ",3,0.04,2,1
145,"Fachmann/-frau für med. techn. Radiologie",3,0.04,3,0
145,"Fachmann/-frau Leder und Textil EFZ",3,0.04,3,0
145,"Fahrzeugschlosser/in EFZ",3,0.04,1,2
145,"Gebäudereiniger/in EBA",3,0.04,0,3
145,"Gipser/in und Maler/in",3,0.04,1,2
145,"Industrielackierer/in EFZ",3,0.04,0,3
145,"Kunststofftechnologe/-login EFZ",3,0.04,1,2
145,"Laborant/in (Farbe und Lack) EFZ",3,0.04,2,1
145,"Orthopädist/in EFZ",3,0.04,1,2
145,"Pferdefachmann/-frau (Pferdepflege) EFZ",3,0.04,3,0
145,"Plattenlegerpraktiker/in EBA",3,0.04,0,3
145,"Printmedienverarbeiter/in (Druckausrüstung) EFZ",3,0.04,1,2
145,"Verkehrswegbauer/in: Gleisbauer/in",3,0.04,0,3
145,"Verpackungstechnologe/-login EFZ",3,0.04,1,2
164,"Agrarpraktiker/in EBA",2,0.03,0,2
164,"Anlehre: Büro, Verwaltung",2,0.03,1,1
164,"Anlehre: Übrige Berufe",2,0.03,0,2
164,"Architekturmodellbauer/in",2,0.03,2,0
164,"Feinwerkoptiker/in",2,0.03,2,0
164,"Gärtner/in (Baumschule)",2,0.03,0,2
164,"Gärtner/in (Stauden)",2,0.03,1,1
164,"Gebäudereiniger/in EFZ",2,0.03,0,2
164,"Hufschmied/in EFZ",2,0.03,0,2
164,"Keramiker/in",2,0.03,1,1
164,"Motorgerätemechaniker/in EFZ",2,0.03,1,1
164,"Pferdefachmann/-frau (Klassisches Reiten) EFZ",2,0.03,2,0
164,"Pferdewart/in EBA",2,0.03,2,0
164,"Polybauer/in (Abdichten) EFZ",2,0.03,0,2
164,"Säger/in Holzindustrie EFZ",2,0.03,0,2
164,"Zeichner/in (Landschaftsarchitektur) EFZ",2,0.03,0,2
180,"Anlehre: Baugewerbe, Malerei",1,0.01,0,1
180,"Anlehre: Textil und Bekleidung",1,0.01,0,1
180,"Bauwerktrenner/in EFZ",1,0.01,0,1
180,"Bootbauer/in",1,0.01,0,1
180,"Bootfachwart/in",1,0.01,0,1
180,"Dekorationsnäher/in EBA",1,0.01,1,0
180,"Diätkoch/-köchin EFZ",1,0.01,0,1
180,"Fleischfachassistent/in EBA",1,0.01,0,1
180,"Gemüsegärtner/in EFZ",1,0.01,0,1
180,"Gewebegestalter/in EFZ",1,0.01,1,0
180,"Glasmaler/in EFZ",1,0.01,0,1
180,"Graveur/in EFZ",1,0.01,1,0
180,"Grundbaupraktiker/in EBA",1,0.01,0,1
180,"Holzhandwerker/in EFZ (Drechslerei)",1,0.01,0,1
180,"Ind.u.Unterlagsbodenbauerpraktiker/in EBA",1,0.01,0,1
180,"Laborant/in (Textil) EFZ",1,0.01,1,0
180,"Lebensmittelpraktiker/in EBA",1,0.01,1,0
180,"Luftverkehrsangestellte/r",1,0.01,0,1
180,"Metalldrücker/in",1,0.01,0,1
180,"Multimediagestalter/in",1,0.01,0,1
180,"Musikinstrumentenbauer/in (Blasinstrumentenbau)EFZ",1,0.01,0,1
180,"Musikinstrumentenbauer/in (Klavierbau) EFZ",1,0.01,0,1
180,"Oberflächenpraktiker/in EBA",1,0.01,0,1
180,"Ofenbauer/in EFZ",1,0.01,0,1
180,"Papiertechnologe/-login EFZ",1,0.01,1,0
180,"Pferdefachmann/-frau (Westernreiten) EFZ",1,0.01,1,0
180,"Polybauer/in (Sonnenschutzsysteme) EFZ",1,0.01,0,1
180,"Polybaupraktiker/in EBA",1,0.01,0,1
180,"Printmedienpraktiker/-in EBA",1,0.01,1,0
180,"Printmedienverarbeiter/in (Bindetechnik) EFZ",1,0.01,0,1
180,"Printmedienverarbeiter/in (Buchbinderei) EFZ",1,0.01,1,0
180,"Recyclist/in EFZ",1,0.01,0,1
180,"Sattler/in",1,0.01,1,0
180,"Seilbahn-Mechatroniker/in EFZ",1,0.01,0,1
180,"Silberschmied/in",1,0.01,1,0
180,"Steinbildhauer/in EFZ",1,0.01,0,1
180,"Textilpfleger/in EFZ",1,0.01,0,1
180,"Uhrmacher/in (Industrie)",1,0.01,0,1
180,"Uhrmacher/in (Rhabillage)",1,0.01,0,1
180,"Vergolder/in-Einrahmer/in EFZ",1,0.01,0,1
180,"Verkehrswegbauer/in: Grundbauer/in",1,0.01,0,1
180,"Verkehrswegbauer/in: Ind.-u.Unterl.bod.bauer/in",1,0.01,0,1
180,"Verkehrswegbauer/in: Pflästerer/in",1,0.01,0,1
180,"Weintechnologe/-login EFZ",1,0.01,0,1
180,"Winzer/in EFZ",1,0.01,0,1
